140,52,659,336
EncId,STime,Attacker,SwingType,AttackType,DamageType,Victim,Damage,DamageString,Critical,Special,DmgAdjust,DmgReduced,OverHeal
22763810,2015-04-30 07:38:34,YOU,2,Straight Shot,Piercing,Striking Dummy,570,570,T,None,,0,0
22763810,2015-04-30 07:11:42,YOU,2,Straight Shot,Piercing,Striking Dummy,570,570,T,None,,0,0
22763810,2015-04-30 06:31:32,YOU,2,Straight Shot,Piercing,Striking Dummy,570,570,T,None,,0,0
22763810,2015-04-30 06:19:50,YOU,2,Straight Shot,Piercing,Striking Dummy,570,570,T,None,,0,0
22763810,2015-04-30 06:04:39,YOU,2,Straight Shot,Piercing,Striking Dummy,570,570,T,None,,0,0
22763810,2015-04-30 05:17:51,YOU,2,Straight Shot,Piercing,Striking Dummy,570,570,T,None,,0,0
22763810,2015-04-30 05:01:05,YOU,2,Straight Shot,Piercing,Striking Dummy,570,570,T,None,,0,0
22763810,2015-04-30 04:47:48,YOU,2,Straight Shot,Piercing,Striking Dummy,570,570,T,None,,0,0
22763810,2015-04-30 04:28:12,YOU,2,Straight Shot,Piercing,Striking Dummy,570,570,T,None,,0,0
22763810,2015-04-30 04:07:57,YOU,2,Straight Shot,Piercing,Striking Dummy,570,570,T,None,,0,0
22763810,2015-04-30 03:48:21,YOU,2,Straight Shot,Piercing,Striking Dummy,570,570,T,None,,0,0
22763810,2015-04-30 03:45:11,YOU,2,Straight Shot,Piercing,Striking Dummy,570,570,T,None,,0,0
22763810,2015-04-30 03:36:20,YOU,2,Straight Shot,Piercing,Striking Dummy,570,570,T,None,,0,0
22763810,2015-04-30 02:59:20,YOU,2,Straight Shot,Piercing,Striking Dummy,570,570,T,None,,0,0
22763810,2015-04-30 02:11:34,YOU,2,Straight Shot,Piercing,Striking Dummy,570,570,T,None,,0,0
22763810,2015-04-30 01:59:52,YOU,2,Straight Shot,Piercing,Striking Dummy,570,570,T,None,,0,0
22763810,2015-04-30 01:27:56,YOU,2,Straight Shot,Piercing,Striking Dummy,570,570,T,None,,0,0
22763810,2015-04-30 01:18:46,YOU,2,Straight Shot,Piercing,Striking Dummy,570,570,T,None,,0,0
22763810,2015-04-30 01:04:13,YOU,2,Straight Shot,Piercing,Striking Dummy,570,570,T,None,,0,0
22763810,2015-04-30 00:53:28,YOU,2,Straight Shot,Piercing,Striking Dummy,570,570,T,None,,0,0
22763810,2015-04-30 00:52:31,YOU,2,Straight Shot,Piercing,Striking Dummy,570,570,T,None,,0,0
22763810,2015-04-30 00:36:42,YOU,2,Straight Shot,Piercing,Striking Dummy,570,570,T,None,,0,0
22763810,2015-04-29 23:41:40,YOU,2,Straight Shot,Piercing,Striking Dummy,570,570,T,None,,0,0
22763810,2015-04-30 06:52:05,YOU,2,Straight Shot,Piercing,Striking Dummy,569,569,T,None,,0,0
22763810,2015-04-30 06:40:23,YOU,2,Straight Shot,Piercing,Striking Dummy,569,569,T,None,,0,0
22763810,2015-04-30 06:37:32,YOU,2,Straight Shot,Piercing,Striking Dummy,569,569,T,None,,0,0
22763810,2015-04-30 06:30:54,YOU,2,Straight Shot,Piercing,Striking Dummy,569,569,T,None,,0,0
22763810,2015-04-30 06:22:02,YOU,2,Straight Shot,Piercing,Striking Dummy,569,569,T,None,,0,0
22763810,2015-04-30 06:10:39,YOU,2,Straight Shot,Piercing,Striking Dummy,569,569,T,None,,0,0
22763810,2015-04-30 05:43:09,YOU,2,Straight Shot,Piercing,Striking Dummy,569,569,T,None,,0,0
22763810,2015-04-30 05:36:30,YOU,2,Straight Shot,Piercing,Striking Dummy,569,569,T,None,,0,0
22763810,2015-04-30 05:15:57,YOU,2,Straight Shot,Piercing,Striking Dummy,569,569,T,None,,0,0
22763810,2015-04-30 04:49:23,YOU,2,Straight Shot,Piercing,Striking Dummy,569,569,T,None,,0,0
22763810,2015-04-30 04:38:38,YOU,2,Straight Shot,Piercing,Striking Dummy,569,569,T,None,,0,0
22763810,2015-04-30 04:31:40,YOU,2,Straight Shot,Piercing,Striking Dummy,569,569,T,None,,0,0
22763810,2015-04-30 04:09:13,YOU,2,Straight Shot,Piercing,Striking Dummy,569,569,T,None,,0,0
22763810,2015-04-30 03:39:10,YOU,2,Straight Shot,Piercing,Striking Dummy,569,569,T,None,,0,0
22763810,2015-04-30 02:40:21,YOU,2,Straight Shot,Piercing,Striking Dummy,569,569,T,None,,0,0
22763810,2015-04-30 01:18:08,YOU,2,Straight Shot,Piercing,Striking Dummy,569,569,T,None,,0,0
22763810,2015-04-30 00:19:18,YOU,2,Straight Shot,Piercing,Striking Dummy,569,569,T,None,,0,0
22763810,2015-04-30 00:03:30,YOU,2,Straight Shot,Piercing,Striking Dummy,569,569,T,None,,0,0
22763810,2015-04-29 23:37:15,YOU,2,Straight Shot,Piercing,Striking Dummy,569,569,T,None,,0,0
22763810,2015-04-30 07:20:52,YOU,2,Straight Shot,Piercing,Striking Dummy,568,568,T,None,,0,0
22763810,2015-04-30 06:45:27,YOU,2,Straight Shot,Piercing,Striking Dummy,568,568,T,None,,0,0
22763810,2015-04-30 06:23:56,YOU,2,Straight Shot,Piercing,Striking Dummy,568,568,T,None,,0,0
22763810,2015-04-30 05:49:47,YOU,2,Straight Shot,Piercing,Striking Dummy,568,568,T,None,,0,0
22763810,2015-04-30 04:27:15,YOU,2,Straight Shot,Piercing,Striking Dummy,568,568,T,None,,0,0
22763810,2015-04-30 03:12:37,YOU,2,Straight Shot,Piercing,Striking Dummy,568,568,T,None,,0,0
22763810,2015-04-30 02:31:11,YOU,2,Straight Shot,Piercing,Striking Dummy,568,568,T,None,,0,0
22763810,2015-04-30 01:47:32,YOU,2,Straight Shot,Piercing,Striking Dummy,568,568,T,None,,0,0
22763810,2015-04-30 01:40:54,YOU,2,Straight Shot,Piercing,Striking Dummy,568,568,T,None,,0,0
22763810,2015-04-30 01:17:30,YOU,2,Straight Shot,Piercing,Striking Dummy,568,568,T,None,,0,0
22763810,2015-04-30 00:58:50,YOU,2,Straight Shot,Piercing,Striking Dummy,568,568,T,None,,0,0
22763810,2015-04-29 23:49:54,YOU,2,Straight Shot,Piercing,Striking Dummy,568,568,T,None,,0,0
22763810,2015-04-29 23:40:24,YOU,2,Straight Shot,Piercing,Striking Dummy,568,568,T,None,,0,0
22763810,2015-04-29 23:30:36,YOU,2,Straight Shot,Piercing,Striking Dummy,568,568,T,None,,0,0
22763810,2015-04-29 23:20:29,YOU,2,Straight Shot,Piercing,Striking Dummy,568,568,T,None,,0,0
22763810,2015-04-30 07:15:29,YOU,2,Straight Shot,Piercing,Striking Dummy,567,567,T,None,,0,0
22763810,2015-04-30 06:33:26,YOU,2,Straight Shot,Piercing,Striking Dummy,567,567,T,None,,0,0
22763810,2015-04-30 05:45:40,YOU,2,Straight Shot,Piercing,Striking Dummy,567,567,T,None,,0,0
22763810,2015-04-30 05:22:16,YOU,2,Straight Shot,Piercing,Striking Dummy,567,567,T,None,,0,0
22763810,2015-04-30 05:08:02,YOU,2,Straight Shot,Piercing,Striking Dummy,567,567,T,None,,0,0
22763810,2015-04-30 05:02:21,YOU,2,Straight Shot,Piercing,Striking Dummy,567,567,T,None,,0,0
22763810,2015-04-30 04:01:00,YOU,2,Straight Shot,Piercing,Striking Dummy,567,567,T,None,,0,0
22763810,2015-04-30 03:30:38,YOU,2,Straight Shot,Piercing,Striking Dummy,567,567,T,None,,0,0
22763810,2015-04-30 03:16:24,YOU,2,Straight Shot,Piercing,Striking Dummy,567,567,T,None,,0,0
22763810,2015-04-30 03:14:30,YOU,2,Straight Shot,Piercing,Striking Dummy,567,567,T,None,,0,0
22763810,2015-04-30 03:11:40,YOU,2,Straight Shot,Piercing,Striking Dummy,567,567,T,None,,0,0
22763810,2015-04-30 03:09:46,YOU,2,Straight Shot,Piercing,Striking Dummy,567,567,T,None,,0,0
22763810,2015-04-30 02:50:47,YOU,2,Straight Shot,Piercing,Striking Dummy,567,567,T,None,,0,0
22763810,2015-04-30 02:17:35,YOU,2,Straight Shot,Piercing,Striking Dummy,567,567,T,None,,0,0
22763810,2015-04-30 01:38:22,YOU,2,Straight Shot,Piercing,Striking Dummy,567,567,T,None,,0,0
22763810,2015-04-30 01:30:47,YOU,2,Straight Shot,Piercing,Striking Dummy,567,567,T,None,,0,0
22763810,2015-04-30 01:22:14,YOU,2,Straight Shot,Piercing,Striking Dummy,567,567,T,None,,0,0
22763810,2015-04-30 00:55:02,YOU,2,Straight Shot,Piercing,Striking Dummy,567,567,T,None,,0,0
22763810,2015-04-30 00:19:56,YOU,2,Straight Shot,Piercing,Striking Dummy,567,567,T,None,,0,0
22763810,2015-04-30 00:13:56,YOU,2,Straight Shot,Piercing,Striking Dummy,567,567,T,None,,0,0
22763810,2015-04-29 23:15:44,YOU,2,Straight Shot,Piercing,Striking Dummy,567,567,T,None,,0,0
22763810,2015-04-30 07:36:03,YOU,2,Straight Shot,Piercing,Striking Dummy,566,566,T,None,,0,0
22763810,2015-04-30 06:48:36,YOU,2,Straight Shot,Piercing,Striking Dummy,566,566,T,None,,0,0
22763810,2015-04-30 06:43:52,YOU,2,Straight Shot,Piercing,Striking Dummy,566,566,T,None,,0,0
22763810,2015-04-30 06:32:29,YOU,2,Straight Shot,Piercing,Striking Dummy,566,566,T,None,,0,0
22763810,2015-04-30 05:47:53,YOU,2,Straight Shot,Piercing,Striking Dummy,566,566,T,None,,0,0
22763810,2015-04-30 05:11:12,YOU,2,Straight Shot,Piercing,Striking Dummy,566,566,T,None,,0,0
22763810,2015-04-30 05:10:34,YOU,2,Straight Shot,Piercing,Striking Dummy,566,566,T,None,,0,0
22763810,2015-04-30 05:04:34,YOU,2,Straight Shot,Piercing,Striking Dummy,566,566,T,None,,0,0
22763810,2015-04-30 04:39:54,YOU,2,Straight Shot,Piercing,Striking Dummy,566,566,T,None,,0,0
22763810,2015-04-30 04:21:14,YOU,2,Straight Shot,Piercing,Striking Dummy,566,566,T,None,,0,0
22763810,2015-04-30 04:13:01,YOU,2,Straight Shot,Piercing,Striking Dummy,566,566,T,None,,0,0
22763810,2015-04-30 03:19:53,YOU,2,Straight Shot,Piercing,Striking Dummy,566,566,T,None,,0,0
22763810,2015-04-30 03:15:27,YOU,2,Straight Shot,Piercing,Striking Dummy,566,566,T,None,,0,0
22763810,2015-04-30 02:28:01,YOU,2,Straight Shot,Piercing,Striking Dummy,566,566,T,None,,0,0
22763810,2015-04-30 01:42:29,YOU,2,Straight Shot,Piercing,Striking Dummy,566,566,T,None,,0,0
22763810,2015-04-30 00:45:52,YOU,2,Straight Shot,Piercing,Striking Dummy,566,566,T,None,,0,0
22763810,2015-04-30 00:14:34,YOU,2,Straight Shot,Piercing,Striking Dummy,566,566,T,None,,0,0
22763810,2015-04-29 23:46:06,YOU,2,Straight Shot,Piercing,Striking Dummy,566,566,T,None,,0,0
22763810,2015-04-30 07:01:53,YOU,2,Straight Shot,Piercing,Striking Dummy,565,565,T,None,,0,0
