150,52,659,336
EncId,STime,Attacker,SwingType,AttackType,DamageType,Victim,Damage,DamageString,Critical,Special,DmgAdjust,DmgReduced,OverHeal
22763810,2015-04-30 07:21:40,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 07:09:20,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 06:58:32,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 06:36:07,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 06:20:22,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 05:30:21,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 05:28:27,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 05:04:28,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 05:00:02,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 04:45:32,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 04:44:26,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 04:16:02,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 04:05:57,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 03:16:12,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 03:05:08,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 02:57:33,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 02:55:17,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 02:33:12,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 02:20:36,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 02:09:00,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 02:07:35,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 01:47:42,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 01:32:57,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 01:16:37,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 01:07:55,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 00:45:49,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 00:38:14,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 00:34:07,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 00:23:16,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 00:20:41,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 00:12:31,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-29 23:53:38,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-29 23:43:03,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-29 23:21:49,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-29 23:21:42,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
22763810,2015-04-30 06:34:27,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 06:31:29,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 06:26:03,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 06:23:13,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 06:10:28,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 06:05:27,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 05:30:53,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 05:16:39,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 05:12:51,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 04:54:36,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 04:53:59,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 04:49:20,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 04:41:33,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 04:32:50,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 04:04:32,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 03:40:58,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 03:30:32,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 03:07:59,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 03:06:21,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 03:05:30,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 02:52:48,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 02:48:10,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 02:46:57,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 02:38:24,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 02:29:33,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 02:20:01,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 02:10:10,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 01:52:27,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 01:17:59,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 01:00:54,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 01:00:19,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 00:58:09,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 00:51:03,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 00:39:59,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 00:28:42,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 00:07:30,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-29 23:37:31,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-29 23:29:05,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-29 23:21:17,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
22763810,2015-04-30 07:21:37,YOU,2,Heavy Shot,Piercing,Striking Dummy,611,611,T,None,,0,0
22763810,2015-04-30 07:07:58,YOU,2,Heavy Shot,Piercing,Striking Dummy,611,611,T,None,,0,0
