150,52,659,378
EncId,STime,Attacker,SwingType,AttackType,DamageType,Victim,Damage,DamageString,Critical,Special,DmgAdjust,DmgReduced,OverHeal
473d65f9,2015-04-29 22:31:18,YOU,2,Heavy Shot,Piercing,Striking Dummy,624,624,T,None,,0,0
473d65f9,2015-04-29 22:30:53,YOU,2,Heavy Shot,Piercing,Striking Dummy,623,623,T,None,,0,0
473d65f9,2015-04-29 22:42:00,YOU,2,Heavy Shot,Piercing,Striking Dummy,622,622,T,None,,0,0
473d65f9,2015-04-29 22:37:31,YOU,2,Heavy Shot,Piercing,Striking Dummy,622,622,T,None,,0,0
473d65f9,2015-04-29 22:45:19,YOU,2,Heavy Shot,Piercing,Striking Dummy,621,621,T,None,,0,0
473d65f9,2015-04-29 22:44:48,YOU,2,Heavy Shot,Piercing,Striking Dummy,621,621,T,None,,0,0
473d65f9,2015-04-29 22:37:00,YOU,2,Heavy Shot,Piercing,Striking Dummy,621,621,T,None,,0,0
473d65f9,2015-04-29 22:48:54,YOU,2,Heavy Shot,Piercing,Striking Dummy,620,620,T,None,,0,0
473d65f9,2015-04-29 22:37:40,YOU,2,Heavy Shot,Piercing,Striking Dummy,619,619,T,None,,0,0
473d65f9,2015-04-29 22:34:53,YOU,2,Heavy Shot,Piercing,Striking Dummy,619,619,T,None,,0,0
473d65f9,2015-04-29 22:44:19,YOU,2,Heavy Shot,Piercing,Striking Dummy,618,618,T,None,,0,0
473d65f9,2015-04-29 22:41:22,YOU,2,Heavy Shot,Piercing,Striking Dummy,618,618,T,None,,0,0
473d65f9,2015-04-29 22:39:15,YOU,2,Heavy Shot,Piercing,Striking Dummy,618,618,T,None,,0,0
473d65f9,2015-04-29 22:30:40,YOU,2,Heavy Shot,Piercing,Striking Dummy,618,618,T,None,,0,0
473d65f9,2015-04-29 22:47:32,YOU,2,Heavy Shot,Piercing,Striking Dummy,617,617,T,None,,0,0
473d65f9,2015-04-29 22:27:17,YOU,2,Heavy Shot,Piercing,Striking Dummy,617,617,T,None,,0,0
473d65f9,2015-04-29 22:29:49,YOU,2,Heavy Shot,Piercing,Striking Dummy,615,615,T,None,,0,0
473d65f9,2015-04-29 22:50:03,YOU,2,Heavy Shot,Piercing,Striking Dummy,614,614,T,None,,0,0
473d65f9,2015-04-29 22:43:06,YOU,2,Heavy Shot,Piercing,Striking Dummy,614,614,T,None,,0,0
473d65f9,2015-04-29 22:31:43,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
473d65f9,2015-04-29 22:31:05,YOU,2,Heavy Shot,Piercing,Striking Dummy,613,613,T,None,,0,0
473d65f9,2015-04-29 22:51:48,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
473d65f9,2015-04-29 22:49:54,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
473d65f9,2015-04-29 22:44:22,YOU,2,Heavy Shot,Piercing,Striking Dummy,612,612,T,None,,0,0
473d65f9,2015-04-29 22:34:44,YOU,2,Heavy Shot,Piercing,Striking Dummy,611,611,T,None,,0,0
473d65f9,2015-04-29 22:29:46,YOU,2,Heavy Shot,Piercing,Striking Dummy,611,611,T,None,,0,0
473d65f9,2015-04-29 22:28:43,YOU,2,Heavy Shot,Piercing,Striking Dummy,611,611,T,None,,0,0
473d65f9,2015-04-29 22:40:25,YOU,2,Heavy Shot,Piercing,Striking Dummy,610,610,T,None,,0,0
473d65f9,2015-04-29 22:37:15,YOU,2,Heavy Shot,Piercing,Striking Dummy,610,610,T,None,,0,0
473d65f9,2015-04-29 22:28:05,YOU,2,Heavy Shot,Piercing,Striking Dummy,609,609,T,None,,0,0
473d65f9,2015-04-29 22:25:58,YOU,2,Heavy Shot,Piercing,Striking Dummy,609,609,T,None,,0,0
473d65f9,2015-04-29 22:49:51,YOU,2,Heavy Shot,Piercing,Striking Dummy,608,608,T,None,,0,0
473d65f9,2015-04-29 22:48:01,YOU,2,Heavy Shot,Piercing,Striking Dummy,607,607,T,None,,0,0
473d65f9,2015-04-29 22:45:29,YOU,2,Heavy Shot,Piercing,Striking Dummy,606,606,T,None,,0,0
473d65f9,2015-04-29 22:46:54,YOU,2,Heavy Shot,Piercing,Striking Dummy,605,605,T,None,,0,0
473d65f9,2015-04-29 22:28:08,YOU,2,Heavy Shot,Piercing,Striking Dummy,605,605,T,None,,0,0
473d65f9,2015-04-29 22:27:14,YOU,2,Heavy Shot,Piercing,Striking Dummy,605,605,T,None,,0,0
473d65f9,2015-04-29 22:27:27,YOU,2,Heavy Shot,Piercing,Striking Dummy,603,603,T,None,,0,0
473d65f9,2015-04-29 22:42:44,YOU,2,Heavy Shot,Piercing,Striking Dummy,602,602,T,None,,0,0
473d65f9,2015-04-29 22:33:09,YOU,2,Heavy Shot,Piercing,Striking Dummy,602,602,T,None,,0,0
473d65f9,2015-04-29 22:28:40,YOU,2,Heavy Shot,Piercing,Striking Dummy,602,602,T,None,,0,0
473d65f9,2015-04-29 22:45:07,YOU,2,Heavy Shot,Piercing,Striking Dummy,601,601,T,None,,0,0
473d65f9,2015-04-29 22:43:32,YOU,2,Heavy Shot,Piercing,Striking Dummy,601,601,T,None,,0,0
473d65f9,2015-04-29 22:36:00,YOU,2,Heavy Shot,Piercing,Striking Dummy,601,601,T,None,,0,0
473d65f9,2015-04-29 22:35:50,YOU,2,Heavy Shot,Piercing,Striking Dummy,601,601,T,None,,0,0
473d65f9,2015-04-29 22:31:56,YOU,2,Heavy Shot,Piercing,Striking Dummy,601,601,T,None,,0,0
473d65f9,2015-04-29 22:27:08,YOU,2,Heavy Shot,Piercing,Striking Dummy,601,601,T,None,,0,0
473d65f9,2015-04-29 22:49:57,YOU,2,Heavy Shot,Piercing,Striking Dummy,599,599,T,None,,0,0
473d65f9,2015-04-29 22:41:31,YOU,2,Heavy Shot,Piercing,Striking Dummy,598,598,T,None,,0,0
473d65f9,2015-04-29 22:30:21,YOU,2,Heavy Shot,Piercing,Striking Dummy,598,598,T,None,,0,0
473d65f9,2015-04-29 22:46:13,YOU,2,Heavy Shot,Piercing,Striking Dummy,597,597,T,None,,0,0
473d65f9,2015-04-29 22:36:19,YOU,2,Heavy Shot,Piercing,Striking Dummy,597,597,T,None,,0,0
473d65f9,2015-04-29 22:25:17,YOU,2,Heavy Shot,Piercing,Striking Dummy,597,597,T,None,,0,0
473d65f9,2015-04-29 22:29:18,YOU,2,Heavy Shot,Piercing,Striking Dummy,596,596,T,None,,0,0
473d65f9,2015-04-29 22:39:12,YOU,2,Heavy Shot,Piercing,Striking Dummy,595,595,T,None,,0,0
473d65f9,2015-04-29 22:34:25,YOU,2,Heavy Shot,Piercing,Striking Dummy,595,595,T,None,,0,0
473d65f9,2015-04-29 22:29:05,YOU,2,Heavy Shot,Piercing,Striking Dummy,595,595,T,None,,0,0
473d65f9,2015-04-29 22:47:39,YOU,2,Heavy Shot,Piercing,Striking Dummy,594,594,T,None,,0,0
473d65f9,2015-04-29 22:32:56,YOU,2,Heavy Shot,Piercing,Striking Dummy,594,594,T,None,,0,0
473d65f9,2015-04-29 22:37:37,YOU,2,Heavy Shot,Piercing,Striking Dummy,592,592,T,None,,0,0
473d65f9,2015-04-29 22:52:13,YOU,2,Heavy Shot,Piercing,Striking Dummy,591,591,T,None,,0,0
473d65f9,2015-04-29 22:40:50,YOU,2,Heavy Shot,Piercing,Striking Dummy,591,591,T,None,,0,0
473d65f9,2015-04-29 22:39:06,YOU,2,Heavy Shot,Piercing,Striking Dummy,591,591,T,None,,0,0
473d65f9,2015-04-29 22:35:12,YOU,2,Heavy Shot,Piercing,Striking Dummy,591,591,T,None,,0,0
473d65f9,2015-04-29 22:27:05,YOU,2,Heavy Shot,Piercing,Striking Dummy,591,591,T,None,,0,0
473d65f9,2015-04-29 22:25:11,YOU,2,Heavy Shot,Piercing,Striking Dummy,591,591,T,None,,0,0
473d65f9,2015-04-29 22:51:29,YOU,2,Heavy Shot,Piercing,Striking Dummy,590,590,T,None,,0,0
473d65f9,2015-04-29 22:50:48,YOU,2,Heavy Shot,Piercing,Striking Dummy,589,589,T,None,,0,0
473d65f9,2015-04-29 22:48:42,YOU,2,Heavy Shot,Piercing,Striking Dummy,589,589,T,None,,0,0
473d65f9,2015-04-29 22:43:03,YOU,2,Heavy Shot,Piercing,Striking Dummy,589,589,T,None,,0,0
473d65f9,2015-04-29 22:42:38,YOU,2,Heavy Shot,Piercing,Striking Dummy,589,589,T,None,,0,0
473d65f9,2015-04-29 22:27:30,YOU,2,Heavy Shot,Piercing,Striking Dummy,589,589,T,None,,0,0
